"","iso3.code","area","uq1","uq5","rq1","rq5","u.diff","r.diff"
"56","COD","Democratic Republic of the Congo",20.6240640906038,37.8737148786302,13.4477748154138,20.1021915655364,17.2496507880264,6.65441675012257
"57","MEX","Mexico",83.6724027598599,99.7968886327508,74.9337017087268,99.1037249395824,16.124485872891,24.1700232308555
"58","KGZ","Kyrgyzstan",88.5300158288153,98.7667917793909,99.1207872773123,99.382965580319,10.2367759505756,0.262178303006635
"59","URY","Uruguay",87.4077051293135,97.5700574594709,86.2742976643547,99.1471387017258,10.1623523301574,12.8728410373711
"60","MNE","Montenegro",90.0269192645663,99.6185392607724,81.2409131046571,99.969366511198,9.59161999620605,18.7284534065409
"61","BLR","Belarus",90.6725753726738,99.6437258466263,88.7439583339953,99.575334158978,8.97115047395248,10.8313758249827
"62","TKM","Turkmenistan",92.29373814408,99.8924279211801,99.2149755176915,99.5545669724102,7.59868977710003,0.339591454718686
"63","TJK","Tajikistan",93.4352854478005,99.9275751590775,95.5060179901042,93.9551384397854,6.49228971127698,-1.55087955031875
"64","BRB","Barbados",92.3109076418786,98.5499136312575,93.020831705861,97.0350331418945,6.23900598937888,4.01420143603355
"65","TUN","Tunisia",93.8017113501847,99.6867977528184,57.3307194976963,94.0497460306158,5.88508640263375,36.7190265329194
"66","EGY","Egypt",95.2301439531571,99.9974666772403,81.8738747155096,92.2960350258323,4.76732272408321,10.4221603103228
"67","SRB","Serbia",95.3356772420391,99.8511517610483,82.7458205045533,99.536633850178,4.51547451900915,16.7908133456247
"68","THA","Thailand",95.1962099268282,99.1282693148288,93.4729926155932,99.2191554684178,3.93205938800057,5.74616285282461
"69","KAZ","Kazakhstan",96.296192549607,99.1896150798636,97.7076258746445,99.8925895142006,2.89342253025659,2.18496363955609
"70","PSE","State of Palestine",96.9298171388676,99.6196270065934,95.7886360821651,99.6424982019547,2.68980986772577,3.85386211978964
"71","BIH","Bosnia and Herzegovina",96.940685241735,99.3427225237955,78.1240579953445,98.4005124324439,2.40203728206052,20.2764544370994
"72","UKR","Ukraine",97.2010712229965,99.289512370983,92.8503470995571,97.7082023938724,2.08844114798649,4.85785529431527
"73","JOR","Jordan",99.1115964891657,99.6776279880087,98.6979291771457,100,0.566031498843031,1.30207082285429
